,pokedex_number,name,generation,status,type_1,type_2,height_m,weight_pounds,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,percentage_male,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
215,170,Chinchou,2,Normal,WATER,Electric,0.5,26.45544,75,38,38,56,56,67,190.0,50.0%,1.0,0.5,0.5,0.0,2.0,0.5,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0
216,171,Lanturn,2,Normal,WATER,Electric,1.2,49.60395,125,58,58,76,76,67,75.0,50.0%,1.0,0.5,0.5,0.0,2.0,0.5,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0
217,172,Pichu,2,Normal,ELECTRIC,,0.3,4.40924,20,40,15,35,35,60,190.0,50.0%,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
218,173,Cleffa,2,Normal,FAIRY,,0.3,6.613859999999999,50,25,28,45,55,15,150.0,25.0%,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
219,174,Igglybuff,2,Normal,NORMAL,Fairy,0.3,2.20462,90,30,15,40,20,15,170.0,25.0%,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,2.0,1.0
220,175,Togepi,2,Normal,FAIRY,,0.3,3.3069299999999995,35,20,65,40,65,20,190.0,87.5%,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
221,176,Togetic,2,Normal,FAIRY,Flying,0.6,7.054784,55,40,85,80,105,40,75.0,87.5%,1.0,1.0,1.0,2.0,0.5,2.0,0.25,2.0,0.0,1.0,1.0,0.25,2.0,1.0,0.0,0.5,2.0,1.0
222,177,Natu,2,Normal,PSYCHIC,Flying,0.2,4.40924,40,50,45,70,45,70,190.0,50.0%,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
223,178,Xatu,2,Normal,PSYCHIC,Flying,1.5,33.0693,65,75,70,95,70,95,75.0,50.0%,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
224,179,Mareep,2,Normal,ELECTRIC,,0.6,17.196036,55,40,40,65,45,35,235.0,50.0%,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
225,180,Flaaffy,2,Normal,ELECTRIC,,0.8,29.321446,70,55,55,80,60,45,120.0,50.0%,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
226,181,Ampharos,2,Normal,ELECTRIC,,1.4,135.58413,90,75,85,115,90,55,45.0,50.0%,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
227,181,AmpharosMega Ampharos,2,Normal,ELECTRIC,Dragon,1.4,135.58413,90,95,105,165,110,45,45.0,50.0%,1.0,0.5,0.5,0.25,0.5,2.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,0.5,2.0
228,182,Bellossom,2,Normal,GRASS,,0.4,12.786796,75,80,95,90,100,50,45.0,50.0%,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
229,183,Marill,2,Normal,WATER,Fairy,0.4,18.73927,70,20,50,20,50,40,190.0,50.0%,1.0,0.25,0.5,2.0,2.0,0.25,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0
230,184,Azumarill,2,Normal,WATER,Fairy,0.8,62.83167,100,50,80,60,80,50,75.0,50.0%,1.0,0.25,0.5,2.0,2.0,0.25,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0
231,185,Sudowoodo,2,Normal,ROCK,,1.2,83.77556,70,100,115,30,65,30,65.0,50.0%,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
232,186,Politoed,2,Normal,WATER,,1.1,74.73661799999999,90,75,75,90,100,70,45.0,50.0%,1.0,0.5,0.0,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
233,187,Hoppip,2,Normal,GRASS,Flying,0.4,1.10231,35,35,40,35,55,50,255.0,50.0%,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
234,188,Skiploom,2,Normal,GRASS,Flying,0.6,2.20462,55,45,50,45,65,80,120.0,50.0%,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
235,189,Jumpluff,2,Normal,GRASS,Flying,0.8,6.613859999999999,75,55,70,55,95,110,45.0,50.0%,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
236,190,Aipom,2,Normal,NORMAL,,0.8,25.35313,55,70,55,40,55,85,45.0,50.0%,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
237,191,Sunkern,2,Normal,GRASS,,0.3,3.968316,30,30,30,30,30,30,235.0,50.0%,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
238,192,Sunflora,2,Normal,GRASS,,0.8,18.73927,75,75,55,105,85,30,120.0,50.0%,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
239,193,Yanma,2,Normal,BUG,Flying,1.2,83.77556,65,65,45,75,45,95,75.0,50.0%,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
240,194,Wooper,2,Normal,WATER,Ground,0.4,18.73927,55,45,45,25,25,15,255.0,50.0%,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
241,195,Quagsire,2,Normal,WATER,Ground,1.4,165.3465,95,85,85,65,65,35,90.0,50.0%,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
242,196,Espeon,2,Normal,PSYCHIC,,0.9,58.42242999999999,65,65,60,130,95,110,45.0,87.5%,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
243,197,Umbreon,2,Normal,DARK,,1.0,59.52474,95,65,110,60,130,65,45.0,87.5%,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
244,198,Murkrow,2,Normal,DARK,Flying,0.5,4.629702,60,85,42,85,42,91,30.0,50.0%,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0
245,199,Slowking,2,Normal,WATER,Psychic,2.0,175.26728999999995,95,75,80,100,110,30,70.0,50.0%,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0
246,199,Galarian Slowking,8,Normal,POISON,Psychic,1.8,175.26728999999995,95,65,80,110,110,30,70.0,50.0%,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5
247,200,Misdreavus,2,Normal,GHOST,,0.7,2.20462,60,60,60,85,85,85,45.0,50.0%,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
248,201,Unown,2,Normal,PSYCHIC,,0.5,11.0231,48,72,48,72,48,48,225.0,0.0%,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
249,202,Wobbuffet,2,Normal,PSYCHIC,,1.3,62.83167,190,33,58,33,58,33,45.0,50.0%,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
250,203,Girafarig,2,Normal,NORMAL,Psychic,1.5,91.49173,70,80,65,90,65,85,60.0,50.0%,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.0,1.0,2.0,1.0,1.0
251,204,Pineco,2,Normal,BUG,,0.6,15.873264,50,65,90,35,35,15,190.0,50.0%,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
252,205,Forretress,2,Normal,BUG,Steel,1.2,277.341196,75,90,140,60,60,40,75.0,50.0%,0.5,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5
253,206,Dunsparce,2,Normal,NORMAL,,1.5,30.86468,100,70,70,65,65,45,190.0,50.0%,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
254,207,Gligar,2,Normal,GROUND,Flying,1.1,142.85937599999997,65,75,105,35,65,85,60.0,50.0%,1.0,1.0,2.0,0.0,1.0,4.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
255,208,Steelix,2,Normal,STEEL,Ground,9.2,881.848,75,85,200,55,65,30,25.0,50.0%,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.25,1.0,0.5,1.0,0.5,0.5
256,208,SteelixMega Steelix,2,Normal,STEEL,Ground,10.5,1631.4188,75,125,230,55,95,30,25.0,50.0%,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.25,1.0,0.5,1.0,0.5,0.5
257,209,Snubbull,2,Normal,FAIRY,,0.6,17.196036,60,80,50,40,40,30,190.0,25.0%,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
258,210,Granbull,2,Normal,FAIRY,,1.4,107.364994,90,120,75,60,60,45,75.0,25.0%,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
259,211,Qwilfish,2,Normal,WATER,Poison,0.5,8.598018,65,95,85,55,55,85,45.0,50.0%,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
260,212,Scizor,2,Normal,BUG,Steel,1.8,260.14516,70,130,100,55,80,65,25.0,50.0%,0.5,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5
261,212,ScizorMega Scizor,2,Normal,BUG,Steel,2.0,275.5775,70,150,140,65,100,75,25.0,50.0%,0.5,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5
262,213,Shuckle,2,Normal,BUG,Rock,0.6,45.19470999999999,20,10,230,10,230,5,190.0,50.0%,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
263,214,Heracross,2,Normal,BUG,Fighting,1.5,119.04948,80,125,75,40,95,85,45.0,50.0%,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,4.0,2.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0
264,214,HeracrossMega Heracross,2,Normal,BUG,Fighting,1.7,137.78875,80,185,115,40,105,75,45.0,50.0%,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,4.0,2.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0
265,215,Sneasel,2,Normal,DARK,Ice,0.9,61.72935999999999,55,95,55,35,75,115,60.0,50.0%,1.0,2.0,1.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,0.0,2.0,2.0,0.5,1.0,0.5,2.0,2.0
266,216,Teddiursa,2,Normal,NORMAL,,0.6,19.400656,60,80,50,50,50,40,120.0,50.0%,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
267,217,Ursaring,2,Normal,NORMAL,,1.8,277.341196,90,130,75,75,75,55,60.0,50.0%,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
268,218,Slugma,2,Normal,FIRE,,0.7,77.1617,40,40,40,70,40,20,190.0,50.0%,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
269,219,Magcargo,2,Normal,FIRE,Rock,0.8,121.2541,60,50,120,90,80,30,75.0,50.0%,0.5,0.25,4.0,1.0,1.0,0.5,2.0,0.5,4.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
270,220,Swinub,2,Normal,ICE,Ground,0.4,14.33003,50,50,40,30,30,50,225.0,50.0%,1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
271,221,Piloswine,2,Normal,ICE,Ground,1.1,123.01779599999998,100,100,80,60,60,50,75.0,50.0%,1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
272,222,Corsola,2,Normal,WATER,Rock,0.6,11.0231,65,55,95,65,95,35,60.0,25.0%,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
273,222,Galarian Corsola,2,Normal,GHOST,,0.6,1.10231,60,55,100,65,100,30,,0.0%,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
274,223,Remoraid,2,Normal,WATER,,0.6,26.45544,35,65,35,65,35,65,190.0,50.0%,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
275,224,Octillery,2,Normal,WATER,,0.9,62.83167,75,105,75,105,75,45,75.0,50.0%,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
276,225,Delibird,2,Normal,ICE,Flying,0.9,35.27392,45,55,45,65,45,75,45.0,50.0%,1.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,2.0,1.0
277,226,Mantine,2,Normal,WATER,Flying,2.1,485.0164,85,40,70,80,140,70,25.0,50.0%,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
278,227,Skarmory,2,Normal,STEEL,Flying,1.7,111.33330999999998,65,80,140,40,70,70,25.0,50.0%,0.5,2.0,1.0,2.0,0.25,1.0,1.0,0.0,0.0,0.5,0.5,0.25,1.0,1.0,0.5,1.0,0.5,0.5
279,228,Houndour,2,Normal,DARK,Fire,0.6,23.809896,45,60,30,80,50,65,120.0,50.0%,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,0.5,1.0
280,229,Houndoom,2,Normal,DARK,Fire,1.4,77.1617,75,90,50,110,80,95,45.0,50.0%,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,0.5,1.0
281,229,HoundoomMega Houndoom,2,Normal,DARK,Fire,1.9,109.12869,75,90,90,140,90,115,45.0,50.0%,1.0,0.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,0.5,1.0
282,230,Kingdra,2,Normal,WATER,Dragon,1.8,335.10224,75,95,95,95,95,85,45.0,50.0%,1.0,0.25,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,2.0
283,231,Phanpy,2,Normal,GROUND,,0.5,73.85476999999999,90,60,60,40,40,40,120.0,50.0%,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
284,232,Donphan,2,Normal,GROUND,,1.1,264.5544,90,120,120,60,60,50,60.0,50.0%,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
285,233,Porygon2,2,Normal,NORMAL,,0.6,71.65015,85,80,90,105,95,60,45.0,0.0%,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
286,234,Stantler,2,Normal,NORMAL,,1.4,156.968944,73,95,62,85,65,85,45.0,50.0%,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
287,235,Smeargle,2,Normal,NORMAL,,1.2,127.86795999999998,55,20,35,20,45,75,45.0,50.0%,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
288,236,Tyrogue,2,Normal,FIGHTING,,0.7,46.29702,35,35,35,35,35,35,75.0,100.0%,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
289,237,Hitmontop,2,Normal,FIGHTING,,1.4,105.82175999999998,50,95,95,35,110,70,45.0,100.0%,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
290,238,Smoochum,2,Normal,ICE,Psychic,0.4,13.227719999999998,45,30,15,85,65,65,45.0,0.0%,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,2.0,2.0,2.0,1.0,2.0,2.0,1.0
291,239,Elekid,2,Normal,ELECTRIC,,0.6,51.80857,45,63,37,65,55,95,45.0,75.0%,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
292,240,Magby,2,Normal,FIRE,,0.7,47.178868,45,75,37,70,55,83,45.0,75.0%,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
293,241,Miltank,2,Normal,NORMAL,,1.2,166.44880999999998,95,80,105,40,70,100,45.0,0.0%,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
294,242,Blissey,2,Normal,NORMAL,,1.5,103.17621599999998,255,10,10,75,135,55,30.0,0.0%,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
295,243,Raikou,2,Sub Legendary,ELECTRIC,,1.9,392.42236,90,85,75,115,100,115,3.0,0.0%,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
296,244,Entei,2,Sub Legendary,FIRE,,2.1,436.51476,115,115,85,90,75,100,3.0,0.0%,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
297,245,Suicune,2,Sub Legendary,WATER,,2.0,412.26394,100,75,115,90,115,85,3.0,0.0%,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
298,246,Larvitar,2,Normal,ROCK,Ground,0.6,158.73263999999998,50,64,50,45,50,41,45.0,50.0%,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
299,247,Pupitar,2,Normal,ROCK,Ground,1.2,335.10224,70,84,70,65,70,51,45.0,50.0%,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
300,248,Tyranitar,2,Normal,ROCK,Dark,2.0,445.33323999999993,100,134,110,95,100,61,45.0,50.0%,0.5,0.5,2.0,1.0,2.0,1.0,4.0,0.5,2.0,0.5,0.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0
301,248,TyranitarMega Tyranitar,2,Normal,ROCK,Dark,2.5,562.1781,100,164,150,95,120,71,45.0,50.0%,0.5,0.5,2.0,1.0,2.0,1.0,4.0,0.5,2.0,0.5,0.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0
302,249,Lugia,2,Legendary,PSYCHIC,Flying,5.2,476.19792,106,90,130,90,154,110,3.0,0.0%,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
303,250,Ho-oh,2,Legendary,FIRE,Flying,3.8,438.71938,106,130,90,110,154,90,3.0,0.0%,1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5
304,251,Celebi,2,Mythical,PSYCHIC,Grass,0.6,11.0231,100,100,100,100,100,100,45.0,0.0%,1.0,2.0,0.5,0.5,0.5,2.0,0.5,2.0,0.5,2.0,0.5,4.0,1.0,2.0,1.0,2.0,1.0,1.0
305,252,Treecko,3,Normal,GRASS,,0.5,11.0231,40,45,35,65,55,70,45.0,87.5%,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
306,253,Grovyle,3,Normal,GRASS,,0.9,47.619792,50,65,45,85,65,95,45.0,87.5%,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
307,254,Sceptile,3,Normal,GRASS,,1.7,115.081164,70,85,65,105,85,120,45.0,87.5%,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
308,254,SceptileMega Sceptile,3,Normal,GRASS,Dragon,1.9,121.695024,70,110,75,145,85,145,45.0,87.5%,1.0,1.0,0.25,0.0,0.25,4.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0
309,255,Torchic,3,Normal,FIRE,,0.4,5.51155,45,60,40,70,50,45,45.0,87.5%,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
310,256,Combusken,3,Normal,FIRE,Fighting,0.9,42.99009,60,85,60,85,60,55,45.0,87.5%,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
311,257,Blaziken,3,Normal,FIRE,Fighting,1.9,114.64024,80,120,70,110,70,80,45.0,87.5%,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
312,257,BlazikenMega Blaziken,3,Normal,FIRE,Fighting,1.9,114.64024,80,160,80,130,80,100,45.0,87.5%,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
313,258,Mudkip,3,Normal,WATER,,0.4,16.755111999999997,50,70,50,50,50,40,45.0,87.5%,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
314,259,Marshtomp,3,Normal,WATER,Ground,0.7,61.72935999999999,70,85,70,60,70,50,45.0,87.5%,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
315,260,Swampert,3,Normal,WATER,Ground,1.5,180.558378,100,110,90,85,90,60,45.0,87.5%,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
316,260,SwampertMega Swampert,3,Normal,WATER,Ground,1.9,224.87124,100,150,110,95,110,70,45.0,87.5%,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
317,261,Poochyena,3,Normal,DARK,,0.5,29.982831999999995,35,55,35,30,30,35,255.0,50.0%,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
318,262,Mightyena,3,Normal,DARK,,1.0,81.57094,70,90,70,60,60,70,127.0,50.0%,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
319,263,Zigzagoon,3,Normal,NORMAL,,0.4,38.58085,38,30,41,30,41,60,255.0,50.0%,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
320,263,Galarian Zigzagoon,3,Normal,DARK,Normal,0.4,38.58085,38,30,41,30,41,60,,0.0%,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.5,1.0,2.0
321,264,Linoone,3,Normal,NORMAL,,0.5,71.65015,78,70,61,50,61,100,90.0,50.0%,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
322,264,Galarian Linoone,3,Normal,DARK,Normal,0.5,71.65015,78,70,61,50,61,100,,0.0%,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.5,1.0,2.0
